Reference area;Source type;Sex;Time;Total;Migrants;Non migrants;EU Migrants;Migrants excluding EU;Unknown
Belgium;Insurance records;Total;2011;2401,5;;2305,8;2751,0;4966,2;
Belgium;Insurance records;Male;2011;3258,6;;3119,3;3869,3;6054,0;
Belgium;Insurance records;Female;2011;1333,1;;1306,4;1298,4;2801,8;
Belgium;Insurance records;Total;2012;2127,4;;2036,3;2472,9;4605,3;
Belgium;Insurance records;Male;2012;2905,5;;2771,1;3535,4;5808,2;
Belgium;Insurance records;Female;2012;1183,6;;1152,9;1176,5;2608,4;
Belgium;Insurance records;Total;2013;2098,9;;2013,6;2376,2;4501,1;
Belgium;Insurance records;Male;2013;2809,8;;2692,6;3212,4;5557,3;
Belgium;Insurance records;Female;2013;1233,8;;1201,4;1260,9;2650,8;
Belgium;Insurance records;Total;2014;1925,5;;1874,3;1857,3;3894,8;
Belgium;Insurance records;Male;2014;2623,8;;2545,2;2609,8;5021,6;
Belgium;Insurance records;Female;2014;1157,4;;1146,5;968,7;2223,8;
Belgium;Insurance records;Total;2015;1403,0;;1374,8;1268,1;2600,3;
Belgium;Insurance records;Male;2015;1862,9;;1816,5;1726,0;3455,6;
Belgium;Insurance records;Female;2015;874,6;;874,0;706,4;1371,3;
Belize;Establishment or business register;Total;2011;1996,9;;;;;
Belize;Establishment or business register;Male;2011;2868,1;;;;;
Belize;Establishment or business register;Female;2011;545,4;;;;;
Belize;Establishment or business register;Total;2012;1954,4;;;;;
Belize;Establishment or business register;Male;2012;2769,7;;;;;
Belize;Establishment or business register;Female;2012;603,3;;;;;
Belize;Establishment or business register;Total;2015;1882,3;2772,9;1697,8;;;
Belize;Establishment or business register;Male;2015;2656,3;3554,9;2444,4;;;
Belize;Establishment or business register;Female;2015;466,1;1018,0;707,5;;;
Belize;Establishment or business register;Total;2016;1770,0;2616,1;1598,8;;;
Belize;Establishment or business register;Male;2016;2551,8;3435,9;2348,4;;;
Belize;Establishment or business register;Female;2016;513,8;833,9;462,4;;;
Belize;Establishment or business register;Total;2017;1701,3;1814,5;1671,9;;;
Belize;Establishment or business register;Male;2017;2449,2;2374,7;2472,2;;;
Belize;Establishment or business register;Female;2017;512,2;508,8;512,8;;;
Brazil;Insurance records;Total;2011;1609,3;;;;;
Brazil;Insurance records;Male;2011;1983,7;;;;;
Brazil;Insurance records;Female;2011;1142,0;;;;;
Bulgaria;Insurance records;Total;2010;91,2;;91,2;;133,7;
Bulgaria;Insurance records;Male;2010;127,7;;127,6;;;
Bulgaria;Insurance records;Female;2010;54,8;;54,9;;;
Bulgaria;Insurance records;Total;2011;87,3;;87,2;;;
Bulgaria;Insurance records;Male;2011;125,0;;124,8;;;
Bulgaria;Insurance records;Female;2011;50,1;;50,0;;;
Bulgaria;Insurance records;Total;2012;88,9;;88,8;;;
Bulgaria;Insurance records;Male;2012;124,9;;124,8;;;
Bulgaria;Insurance records;Female;2012;53,1;;52,9;;;
Bulgaria;Insurance records;Total;2013;83,3;;83,2;;68,5;
Bulgaria;Insurance records;Male;2013;118,9;;118,8;;;
Bulgaria;Insurance records;Female;2013;47,9;;47,9;;;
Bulgaria;Insurance records;Total;2014;85,4;;85,2;;116,2;
Bulgaria;Insurance records;Male;2014;121,7;;121,6;;;
Bulgaria;Insurance records;Female;2014;49,2;;48,9;;;
Bulgaria;Insurance records;Total;2015;86,2;;86,1;;;
Bulgaria;Insurance records;Male;2015;121,3;;121,3;;;
Bulgaria;Insurance records;Female;2015;51,0;;50,9;;;
Canada;Records of employers' organizations;Total;2010;1256,1;;;;;
Canada;Records of employers' organizations;Male;2010;1525,1;;;;;
Canada;Records of employers' organizations;Female;2010;958,5;;;;;
Canada;Records of employers' organizations;Total;2011;1246,0;;;;;
Canada;Records of employers' organizations;Male;2011;1511,0;;;;;
Canada;Records of employers' organizations;Female;2011;948,0;;;;;
Canada;Records of employers' organizations;Total;2013;1205,0;;;;;
Canada;Records of employers' organizations;Male;2013;1443,0;;;;;
Canada;Records of employers' organizations;Female;2013;942,0;;;;;
Canada;Records of employers' organizations;Total;2014;1189,0;;;;;
Canada;Records of employers' organizations;Male;2014;1414,4;;;;;
Canada;Records of employers' organizations;Female;2014;940,6;;;;;
Chile;Other administrative records and related sources;Total;2011;5488,3;;;;;
Chile;Other administrative records and related sources;Male;2011;6309,5;;;;;
Chile;Other administrative records and related sources;Female;2011;4990,4;;;;;
Chile;Other administrative records and related sources;Total;2012;4876,2;;;;;
Chile;Other administrative records and related sources;Male;2012;5609,1;;;;;
Chile;Other administrative records and related sources;Female;2012;4484,6;;;;;
Chile;Other administrative records and related sources;Total;2013;4287,6;;;;;
Chile;Other administrative records and related sources;Male;2013;4660,0;;;;;
Chile;Other administrative records and related sources;Female;2013;3612,7;;;;;
Chile;Other administrative records and related sources;Total;2017;3367,7;;;;;
Chile;Other administrative records and related sources;Male;2017;3726,4;;;;;
Chile;Other administrative records and related sources;Female;2017;2794,9;;;;;
Chile;Other administrative records and related sources;Total;2018;3141,8;;;;;
Chile;Other administrative records and related sources;Male;2018;3473,8;;;;;
Chile;Other administrative records and related sources;Female;2018;2613,4;;;;;
Colombia;Other administrative records and related sources;Total;2011;3237,3;;;;;
Colombia;Other administrative records and related sources;Total;2012;3417,2;;;;;
Colombia;Other administrative records and related sources;Total;2013;3289,0;;;;;
Colombia;Other administrative records and related sources;Total;2014;3369,0;;;;;
Colombia;Other administrative records and related sources;Total;2015;7495,6;;;;;
Costa Rica;Insurance records;Total;2010;12004,5;;;;;
Costa Rica;Insurance records;Total;2011;11733,4;;;;;
Costa Rica;Insurance records;Total;2012;11853,5;;;;;
Costa Rica;Insurance records;Total;2013;10299,3;;;;;
Costa Rica;Insurance records;Total;2014;8866,9;;;;;
Costa Rica;Insurance records;Total;2015;8916,3;;;;;
Costa Rica;Insurance records;Total;2016;9421,4;;;;;
Croatia;Insurance records;Total;2012;798,6;;800,0;0,0;0,0;
Croatia;Insurance records;Male;2012;1034,6;;1037,4;0,0;;
Croatia;Insurance records;Female;2012;526,0;;526,4;;;
Croatia;Insurance records;Total;2013;843,5;;834,2;3228,0;3076,9;
Croatia;Insurance records;Male;2013;1064,2;;1051,8;2227,2;3542,5;
Croatia;Insurance records;Female;2013;593,0;;587,7;;;
Croatia;Insurance records;Total;2014;871,8;;863,2;;1931,0;
Croatia;Insurance records;Male;2014;1078,0;;1064,8;;3273,8;
Croatia;Insurance records;Female;2014;636,6;;633,2;;;
Croatia;Insurance records;Total;2015;950,7;;949,3;1147,0;1448,4;
Croatia;Insurance records;Male;2015;1188,4;;1185,3;;;
Croatia;Insurance records;Female;2015;687,3;;687,6;;506,6;
Croatia;Insurance records;Total;2016;1125,7;;;;;
Croatia;Insurance records;Male;2016;1287,2;;;;;
Croatia;Insurance records;Female;2016;945,2;;;;;
Cuba;Other administrative records and related sources;Total;2010;1017,0;;;;;
Cyprus;Labour inspectorate records;Total;2010;563,0;;537,2;897,7;318,3;
Cyprus;Labour inspectorate records;Male;2010;781,2;;710,5;1209,1;899,9;
Cyprus;Labour inspectorate records;Female;2010;299,3;;300,2;500,7;116,1;
Cyprus;Labour inspectorate records;Total;2011;600,8;;578,0;940,2;304,4;
Cyprus;Labour inspectorate records;Male;2011;947,5;;881,2;1337,8;959,1;
Cyprus;Labour inspectorate records;Female;2011;269,7;;258,8;535,0;97,8;
Cyprus;Labour inspectorate records;Total;2012;528,5;;501,9;826,0;295,2;
Cyprus;Labour inspectorate records;Male;2012;793,4;;740,1;1078,0;863,2;
Cyprus;Labour inspectorate records;Female;2012;275,4;;250,3;572,0;123,1;
Cyprus;Labour inspectorate records;Total;2013;419,6;;407,0;667,5;206,0;
Cyprus;Labour inspectorate records;Male;2013;566,8;;531,7;777,4;666,8;
Cyprus;Labour inspectorate records;Female;2013;259,6;;252,2;545,9;66,2;
Cyprus;Labour inspectorate records;Total;2014;560,8;;524,6;1114,6;245,6;
Cyprus;Labour inspectorate records;Male;2014;844,9;;767,6;1576,9;599,2;
Cyprus;Labour inspectorate records;Female;2014;307,8;;287,5;695,6;130,6;
Cyprus;Labour inspectorate records;Total;2015;515,2;;474,7;1041,1;208,4;
Cyprus;Labour inspectorate records;Male;2015;759,2;;686,3;1367,9;557,7;
Cyprus;Labour inspectorate records;Female;2015;277,5;;251,5;698,5;81,8;
Czechia;Other administrative records and related sources;Total;2010;1332,8;;1320,2;2786,6;1495,8;
Czechia;Other administrative records and related sources;Male;2010;1658,3;;1642,9;3441,3;1598,1;
Czechia;Other administrative records and related sources;Female;2010;896,4;;888,5;1618,3;1353,7;
Czechia;Other administrative records and related sources;Total;2011;906,8;;897,8;2032,2;981,1;
Czechia;Other administrative records and related sources;Male;2011;1144,6;;1133,9;2401,4;1092,9;
Czechia;Other administrative records and related sources;Female;2011;597,3;;591,3;1326,1;825,6;
Czechia;Other administrative records and related sources;Total;2012;875,6;;852,8;1978,1;775,0;
Czechia;Other administrative records and related sources;Male;2012;1103,0;;1066,5;2224,9;948,7;
Czechia;Other administrative records and related sources;Female;2012;581,3;;577,2;1422,4;554,1;
Czechia;Other administrative records and related sources;Total;2013;826,2;;822,8;1407,9;634,8;
Czechia;Other administrative records and related sources;Male;2013;1029,7;;1025,7;1807,6;699,7;
Czechia;Other administrative records and related sources;Female;2013;560,8;;559,3;776,5;525,1;
Czechia;Other administrative records and related sources;Total;2014;850,5;;845,5;1508,7;613,0;
Czechia;Other administrative records and related sources;Male;2014;1057,8;;1051,4;2033,7;596,2;
Czechia;Other administrative records and related sources;Female;2014;579,9;;577,4;783,5;640,6;
Czechia;Other administrative records and related sources;Total;2015;890,2;;882,1;1641,0;523,7;
Czechia;Other administrative records and related sources;Male;2015;1105,9;;1093,6;2109,6;552,6;
Czechia;Other administrative records and related sources;Female;2015;614,9;;612,8;969,1;479,8;
Denmark;Other administrative records and related sources;Total;2010;2323,5;;2206,1;5071,3;3542,1;
Denmark;Other administrative records and related sources;Male;2010;2624,5;;2470,8;6787,0;4504,8;
Denmark;Other administrative records and related sources;Female;2010;1998,2;;1918,3;3272,2;2746,8;
Denmark;Other administrative records and related sources;Total;2011;2150,1;;2040,3;4670,1;3020,2;
Denmark;Other administrative records and related sources;Male;2011;2444,0;;2290,9;6456,2;3879,7;
Denmark;Other administrative records and related sources;Female;2011;1833,4;;1768,8;2720,5;2270,0;
Denmark;Other administrative records and related sources;Total;2012;2142,5;;2043,9;4279,0;2803,7;
Denmark;Other administrative records and related sources;Male;2012;2427,6;;2291,0;5854,3;3306,9;
Denmark;Other administrative records and related sources;Female;2012;1826,8;;1769,2;2532,2;2340,6;
Denmark;Other administrative records and related sources;Total;2013;2074,0;;1992,9;3430,8;2423,2;
Denmark;Other administrative records and related sources;Male;2013;2376,3;;2259,6;4650,2;3056,5;
Denmark;Other administrative records and related sources;Female;2013;1740,4;;1695,6;2139,8;1883,1;
Denmark;Other administrative records and related sources;Total;2014;1988,1;;1766,5;2680,2;1970,8;
Denmark;Other administrative records and related sources;Male;2014;2228,2;;1978,9;3401,4;2208,8;
Denmark;Other administrative records and related sources;Female;2014;1719,8;;1528,9;1741,8;1736,5;
Denmark;Other administrative records and related sources;Total;2015;1793,9;;1755,5;2848,6;1953,4;
Denmark;Other administrative records and related sources;Male;2015;2052,8;;1986,6;3702,3;2342,8;
Denmark;Other administrative records and related sources;Female;2015;1500,9;;1494,5;1644,2;1570,9;
Egypt;Establishment survey;Total;2011;987,0;;;;;
Egypt;Establishment survey;Male;2011;986,2;;;;;
Egypt;Establishment survey;Female;2011;993,9;;;;;
Egypt;Establishment survey;Total;2012;988,4;;;;;
Egypt;Establishment survey;Male;2012;987,6;;;;;
Egypt;Establishment survey;Female;2012;995,7;;;;;
Egypt;Establishment survey;Total;2014;889,5;;;;;
Egypt;Establishment survey;Male;2014;1036,4;;;;;
Egypt;Establishment survey;Female;2014;403,6;;;;;
El Salvador;Economic or establishment census;Total;2010;28,7;;;;;
El Salvador;Economic or establishment census;Male;2010;38,0;;;;;
El Salvador;Economic or establishment census;Female;2010;15,8;;;;;
Estonia;Labour inspectorate records;Total;2010;1060,4;;1060,9;3832,8;567,2;
Estonia;Labour inspectorate records;Male;2010;1307,4;;1332,5;3686,3;632,1;
Estonia;Labour inspectorate records;Female;2010;845,5;;832,6;;503,2;
Estonia;Labour inspectorate records;Total;2011;973,1;;944,4;7450,5;586,6;
Estonia;Labour inspectorate records;Male;2011;1143,5;;1138,1;7702,6;607,1;
Estonia;Labour inspectorate records;Female;2011;806,3;;764,1;;561,9;
Estonia;Labour inspectorate records;Total;2012;936,4;;940,1;7537,0;492,4;
Estonia;Labour inspectorate records;Male;2012;1106,1;;1127,3;8378,2;528,8;
Estonia;Labour inspectorate records;Female;2012;769,4;;766,7;;442,7;
Estonia;Labour inspectorate records;Total;2013;993,5;;993,2;5826,1;680,9;
Estonia;Labour inspectorate records;Male;2013;1207,1;;1215,4;;778,8;
Estonia;Labour inspectorate records;Female;2013;774,3;;774,8;3250,0;547,9;
Estonia;Labour inspectorate records;Total;2014;1006,7;;1014,8;3921,1;679,8;
Estonia;Labour inspectorate records;Male;2014;1280,5;;1301,0;5173,9;814,3;
Estonia;Labour inspectorate records;Female;2014;719,2;;731,2;2001,3;478,9;
Estonia;Labour inspectorate records;Total;2015;1083,7;;1115,1;2521,7;673,4;
Estonia;Labour inspectorate records;Male;2015;1506,4;;1568,5;3409,1;893,0;
Estonia;Labour inspectorate records;Female;2015;666,1;;691,0;;364,4;
Estonia;Labour inspectorate records;Total;2016;784,2;;;;;
Estonia;Labour inspectorate records;Male;2016;998,5;;;;;
Estonia;Labour inspectorate records;Female;2016;560,1;;;;;
Finland;Other administrative records and related sources;Total;2010;1972,0;;1995,0;697,8;894,4;
Finland;Other administrative records and related sources;Male;2010;2670,5;;2702,5;1059,4;1250,1;
Finland;Other administrative records and related sources;Female;2010;1232,0;;1247,8;301,9;392,2;
Finland;Other administrative records and related sources;Total;2011;2138,7;;2168,1;827,3;760,2;
Finland;Other administrative records and related sources;Male;2011;2910,6;;2954,7;1207,1;1012,5;
Finland;Other administrative records and related sources;Female;2011;1313,9;;1331,7;339,5;396,4;
Finland;Other administrative records and related sources;Total;2012;1889,6;;1916,5;671,2;862,2;
Finland;Other administrative records and related sources;Male;2012;2531,6;;2571,8;963,0;1117,0;
Finland;Other administrative records and related sources;Female;2012;1209,9;;1227,1;310,1;473,2;
Finland;Other administrative records and related sources;Total;2013;1930,7;;1969,4;518,2;559,6;
Finland;Other administrative records and related sources;Male;2013;2587,0;;2643,8;805,8;736,4;
Finland;Other administrative records and related sources;Female;2013;1238,2;;1262,7;193,6;277,8;
Finland;Other administrative records and related sources;Total;2014;1824,9;;1867,5;413,8;495,6;
Finland;Other administrative records and related sources;Male;2014;2438,8;;2509,0;603,2;559,5;
Finland;Other administrative records and related sources;Female;2014;1175,7;;1198,0;168,1;371,1;
Finland;Other administrative records and related sources;Total;2015;1726,4;;1764,1;527,3;620,1;
Finland;Other administrative records and related sources;Male;2015;2263,6;;2317,9;794,3;816,5;
Finland;Other administrative records and related sources;Female;2015;1161,9;;1187,0;211,4;314,3;
France;Insurance records;Total;2010;2602,2;;2358,6;2565,1;5211,2;
France;Insurance records;Male;2010;3524,0;;3194,9;3779,0;6377,6;
France;Insurance records;Female;2010;1663,4;;1517,8;1171,1;3591,0;
France;Insurance records;Total;2011;3378,4;;3074,1;3807,1;6610,2;
France;Insurance records;Male;2011;4262,0;;3874,4;5106,4;7835,3;
France;Insurance records;Female;2011;2346,4;;2153,0;2043,3;4584,8;
France;Insurance records;Total;2012;2573,7;;2356,9;2857,1;4761,0;
France;Insurance records;Male;2012;3424,1;;3142,6;3751,0;5748,1;
France;Insurance records;Female;2012;1709,6;;1570,0;1800,8;3402,5;
France;Insurance records;Total;2013;2482,6;;1937,0;3533,3;3804,5;
France;Insurance records;Male;2013;3280,0;;2572,2;4631,5;4624,7;
France;Insurance records;Female;2013;1683,3;;1308,5;2312,7;2699,7;
France;Insurance records;Total;2014;3327,0;;2230,0;4055,0;4280,4;
France;Insurance records;Male;2014;3795,1;;2682,8;5098,6;5038,1;
France;Insurance records;Female;2014;2753,8;;1680,4;2770,6;3075,2;
France;Insurance records;Total;2015;3160,3;;152,2;330,7;303,8;
France;Insurance records;Male;2015;3955,2;;234,0;506,6;464,7;
France;Insurance records;Female;2015;2376,7;;72,3;153,3;104,5;
French Guiana;Official estimate;Total;2014;1057,3;;;;;
Georgia;Other administrative records and related sources;Total;2019;9,7;;;;;
Germany;Insurance records;Total;2010;1975,5;;2038,8;616,8;1060,3;
Germany;Insurance records;Male;2010;2806,8;;2897,6;919,7;1551,2;
Germany;Insurance records;Female;2010;1022,7;;1067,3;245,3;350,7;
Germany;Insurance records;Total;2011;2057,8;;2126,1;603,7;991,7;
Germany;Insurance records;Male;2011;3015,8;;3117,2;939,6;1469,6;
Germany;Insurance records;Female;2011;1004,4;;1050,6;202,9;338,1;
Germany;Insurance records;Total;2012;1955,6;;2018,2;572,3;802,6;
Germany;Insurance records;Male;2012;2820,5;;2909,0;848,0;1171,5;
Germany;Insurance records;Female;2012;998,3;;1046,1;230,3;305,3;
Germany;Insurance records;Total;2013;1898,7;;1970,8;594,0;665,3;
Germany;Insurance records;Male;2013;2718,5;;2821,2;849,7;1043,0;
Germany;Insurance records;Female;2013;1007,3;;1062,1;269,5;158,3;
Germany;Insurance records;Total;2014;1855,7;;1935,5;577,6;676,1;
Germany;Insurance records;Male;2014;2648,3;;2763,7;848,4;1022,6;
Germany;Insurance records;Female;2014;988,6;;1046,9;218,1;214,2;
Germany;Insurance records;Total;2015;1810,6;;1895,7;593,2;650,3;
Germany;Insurance records;Male;2015;2566,7;;2694,9;860,6;940,7;
Germany;Insurance records;Female;2015;985,9;;1044,4;233,6;250,3;
Greece;Insurance records;Total;2010;352,3;;322,5;662,9;633,9;
Greece;Insurance records;Male;2010;476,2;;426,9;1316,0;875,9;
Greece;Insurance records;Female;2010;167,5;;168,3;150,5;164,1;
Greece;Insurance records;Total;2011;329,8;;305,3;469,8;612,9;
Greece;Insurance records;Male;2011;433,4;;394,3;802,5;834,6;
Greece;Insurance records;Female;2011;176,3;;174,1;216,2;194,9;
Greece;Insurance records;Total;2012;294,5;;275,7;432,7;543,7;
Greece;Insurance records;Male;2012;387,7;;356,1;757,6;769,2;
Greece;Insurance records;Female;2012;157,5;;157,5;159,7;158,0;
Greece;Insurance records;Total;2013;275,4;;261,7;276,5;500,3;
Greece;Insurance records;Male;2013;359,5;;336,1;406,4;713,4;
Greece;Insurance records;Female;2013;155,5;;155,8;158,9;149,7;
Greece;Insurance records;Total;2014;96,5;;93,5;104,1;140,7;
Greece;Insurance records;Male;2014;124,1;;119,4;144,5;188,7;
Greece;Insurance records;Female;2014;58,1;;57,5;69,8;64,3;
Greece;Insurance records;Total;2015;159,7;;153,3;222,5;255,2;
Greece;Insurance records;Male;2015;214,3;;204,0;359,9;361,6;
Greece;Insurance records;Female;2015;94,7;;92,8;122,1;119,9;
Guadeloupe;Other administrative records and related sources;Total;2014;1349,0;;;;;
Hong Kong, China;Labour inspectorate records;Total;2010;1544,0;;;;;
Hong Kong, China;Labour inspectorate records;Total;2011;1452,0;;;;;
Hong Kong, China;Labour inspectorate records;Total;2012;1403,0;;;;;
Hong Kong, China;Labour inspectorate records;Total;2013;1313,0;;;;;
Hong Kong, China;Labour inspectorate records;Total;2014;1270,0;;;;;
Hong Kong, China;Labour inspectorate records;Total;2015;1200,0;;;;;
Hungary;Labour inspectorate records;Total;2010;542,5;;541,8;672,2;499,9;
Hungary;Labour inspectorate records;Male;2010;663,4;;662,5;879,7;540,2;
Hungary;Labour inspectorate records;Female;2010;405,6;;405,0;486,4;431,7;
Hungary;Labour inspectorate records;Total;2011;515,6;;514,9;709,0;340,9;
Hungary;Labour inspectorate records;Male;2011;674,9;;674,1;951,0;426,4;
Hungary;Labour inspectorate records;Female;2011;359,2;;358,7;483,1;234,7;
Hungary;Labour inspectorate records;Total;2012;528,0;;527,9;731,9;208,8;
Hungary;Labour inspectorate records;Male;2012;640,1;;639,5;993,8;293,7;
Hungary;Labour inspectorate records;Female;2012;398,1;;398,8;393,7;53,6;
Hungary;Labour inspectorate records;Total;2013;479,8;;478,5;710,6;501,0;
Hungary;Labour inspectorate records;Male;2013;583,1;;582,4;756,3;418,2;
Hungary;Labour inspectorate records;Female;2013;358,3;;356,7;635,5;;
