ref_area,indicator,source,time,obs_value,note_indicator,note_source
BRB,LAI_VDIN_NOC_RT,FF:339,2015,79,,
CAN,LAI_VDIN_NOC_RT,FX:980,2015,8.62,,
CAN,LAI_VDIN_NOC_RT,FX:980,2016,9.79,,
CAN,LAI_VDIN_NOC_RT,FX:980,2017,9.94,,
CAN,LAI_VDIN_NOC_RT,FX:980,2018,10.54,,
CAN,LAI_VDIN_NOC_RT,FX:980,2019,11.44,,
CHE,LAI_VDIN_NOC_RT,FF:3519,2011,67.79,,S3:24
CHE,LAI_VDIN_NOC_RT,FF:3519,2012,66.92,,S3:24
CHE,LAI_VDIN_NOC_RT,FF:3519,2013,68.29,,S3:24
CHE,LAI_VDIN_NOC_RT,FF:3519,2014,68.1,,S3:24
CHE,LAI_VDIN_NOC_RT,FF:3519,2015,70.7,,S3:24
CHE,LAI_VDIN_NOC_RT,FF:3519,2016,61,,S3:24
CHE,LAI_VDIN_NOC_RT,FF:3519,2017,62.7,,S3:24
CHE,LAI_VDIN_NOC_RT,FF:3519,2018,64.1,,S3:24
CHE,LAI_VDIN_NOC_RT,FF:3519,2019,60.8,,S3:24
CHL,LAI_VDIN_NOC_RT,FF:136,2009,88.35,,S3:24
CHL,LAI_VDIN_NOC_RT,FF:136,2010,88.68,,S3:24
CHL,LAI_VDIN_NOC_RT,FF:136,2011,88.66,,S3:24
CHL,LAI_VDIN_NOC_RT,FF:136,2012,85.09,,S3:24
CHL,LAI_VDIN_NOC_RT,FF:136,2013,84.86,,S3:24
CHL,LAI_VDIN_NOC_RT,FF:136,2017,134.15,,S3:24
CHL,LAI_VDIN_NOC_RT,FF:136,2018,203.96,,S3:24
COL,LAI_VDIN_NOC_RT,FX:2579,2011,25.01,,
COL,LAI_VDIN_NOC_RT,FX:2579,2012,26.75,,
COL,LAI_VDIN_NOC_RT,FX:2579,2013,15,,
COL,LAI_VDIN_NOC_RT,FX:2579,2014,13.8,,
COL,LAI_VDIN_NOC_RT,FX:2579,2015,12.5,,
COL,LAI_VDIN_NOC_RT,FX:2579,2016,14.5,,
COL,LAI_VDIN_NOC_RT,FX:2579,2017,16.5,,
CRI,LAI_VDIN_NOC_RT,FF:144,2009,0.12,,S3:18
CRI,LAI_VDIN_NOC_RT,FF:144,2010,0.14,,S3:18
CRI,LAI_VDIN_NOC_RT,FF:144,2011,0.15,,S3:18
CRI,LAI_VDIN_NOC_RT,FF:144,2012,0.18,,S3:18
CRI,LAI_VDIN_NOC_RT,FF:144,2013,132.6,,S3:18
CRI,LAI_VDIN_NOC_RT,FF:144,2014,218.31,,S3:18
CRI,LAI_VDIN_NOC_RT,FF:144,2015,240.5,,S3:18
CUB,LAI_VDIN_NOC_RT,FX:366,2009,26.96,,
CUB,LAI_VDIN_NOC_RT,FX:366,2010,13.45,,
CYP,LAI_VDIN_NOC_RT,FF:41,2009,229.93,,S3:24
CYP,LAI_VDIN_NOC_RT,FF:41,2010,274.09,,S3:24
CYP,LAI_VDIN_NOC_RT,FF:41,2015,227,,S3:24
CYP,LAI_VDIN_NOC_RT,FF:41,2017,191,,S3:24
CYP,LAI_VDIN_NOC_RT,FF:41,2018,179,,S3:24
CYP,LAI_VDIN_NOC_RT,FF:41,2019,194,,
CZE,LAI_VDIN_NOC_RT,FF:298,2009,63.82,,S3:24_S5:41
CZE,LAI_VDIN_NOC_RT,FF:298,2010,67.25,,S3:24_S5:41
CZE,LAI_VDIN_NOC_RT,FF:298,2011,67.42,,S3:24
CZE,LAI_VDIN_NOC_RT,FF:298,2012,63.05,,S3:24
CZE,LAI_VDIN_NOC_RT,FF:298,2013,98.17,,S3:24
CZE,LAI_VDIN_NOC_RT,FF:298,2014,69,,S3:24
CZE,LAI_VDIN_NOC_RT,FF:298,2015,58,,S3:24
CZE,LAI_VDIN_NOC_RT,FF:298,2017,57.78,,S3:24
CZE,LAI_VDIN_NOC_RT,FF:298,2018,44,,S3:24
CZE,LAI_VDIN_NOC_RT,FF:298,2019,56.5,,S3:24
DEU,LAI_VDIN_NOC_RT,FA:307,2009,160.47,,S9:259
DEU,LAI_VDIN_NOC_RT,FA:307,2010,157.09,,S9:259
DEU,LAI_VDIN_NOC_RT,FA:307,2011,156.44,,S9:259
DEU,LAI_VDIN_NOC_RT,FA:307,2013,139.77,,S9:259
DEU,LAI_VDIN_NOC_RT,FA:307,2015,134.01,,S9:259
DEU,LAI_VDIN_NOC_RT,FA:307,2016,130.1,,S9:259
DEU,LAI_VDIN_NOC_RT,FA:307,2017,121,,
DEU,LAI_VDIN_NOC_RT,FA:307,2018,120,,
DOM,LAI_VDIN_NOC_RT,FF:8,2009,435.06,,S7:57
DOM,LAI_VDIN_NOC_RT,FF:8,2010,444.02,,S7:57
DOM,LAI_VDIN_NOC_RT,FF:8,2013,376.22,,
DOM,LAI_VDIN_NOC_RT,FF:8,2014,400.53,,
ECU,LAI_VDIN_NOC_RT,FX:1100,2011,105.32,,
ECU,LAI_VDIN_NOC_RT,FX:1100,2012,141.4,,
ESP,LAI_VDIN_NOC_RT,FF:2592,2011,191.17,,S3:24
ESP,LAI_VDIN_NOC_RT,FF:2592,2012,193.79,,S3:24
ESP,LAI_VDIN_NOC_RT,FF:2592,2013,186.58,,
ESP,LAI_VDIN_NOC_RT,FF:2592,2014,180.39,,S3:24
ESP,LAI_VDIN_NOC_RT,FF:2592,2015,170.91,,S3:24
EST,LAI_VDIN_NOC_RT,FF:43,2009,110.78,,
EST,LAI_VDIN_NOC_RT,FF:43,2010,107.91,,
EST,LAI_VDIN_NOC_RT,FF:43,2011,98.73,,
EST,LAI_VDIN_NOC_RT,FF:43,2012,99.24,,
EST,LAI_VDIN_NOC_RT,FF:43,2013,96.3,,
EST,LAI_VDIN_NOC_RT,FF:43,2014,107.4,,
EST,LAI_VDIN_NOC_RT,FF:43,2015,108.9,,
EST,LAI_VDIN_NOC_RT,FF:43,2017,112,,
EST,LAI_VDIN_NOC_RT,FF:43,2018,104,,
EST,LAI_VDIN_NOC_RT,FF:43,2019,122,,
FIN,LAI_VDIN_NOC_RT,FF:5962,2011,71.65,,
FIN,LAI_VDIN_NOC_RT,FF:5962,2012,64.66,,
FIN,LAI_VDIN_NOC_RT,FF:5962,2018,78,,
FIN,LAI_VDIN_NOC_RT,FX:3511,2013,70,,S3:24
FIN,LAI_VDIN_NOC_RT,FX:3511,2014,66,,S3:24
FIN,LAI_VDIN_NOC_RT,FX:3511,2015,70,,S3:24
FIN,LAI_VDIN_NOC_RT,FX:3511,2017,82,,S3:24
FRA,LAI_VDIN_NOC_RT,FX:1144,2013,79.8,,
FRA,LAI_VDIN_NOC_RT,FX:1144,2014,59,,
GBR,LAI_VDIN_NOC_RT,FA:1156,2011,14.9,,S7:56
GBR,LAI_VDIN_NOC_RT,FA:1156,2012,15.53,,S7:56
GBR,LAI_VDIN_NOC_RT,FA:1156,2013,61,,S7:56
GBR,LAI_VDIN_NOC_RT,FA:1156,2015,57,,S7:56
GBR,LAI_VDIN_NOC_RT,FA:1156,2016,66,,S7:56
GBR,LAI_VDIN_NOC_RT,FA:1156,2017,70,,S7:56
GBR,LAI_VDIN_NOC_RT,FA:1156,2018,62,,S7:56
GBR,LAI_VDIN_NOC_RT,FA:1156,2019,52,,S7:56
GEO,LAI_VDIN_NOC_RT,FX:182,2015,3,,S4:30
GEO,LAI_VDIN_NOC_RT,FX:182,2019,48,,S4:30
HKG,LAI_VDIN_NOC_RT,FF:233,2013,778,,S3:24_S4:1437
HKG,LAI_VDIN_NOC_RT,FF:233,2014,780,,S3:24_S4:1437
HKG,LAI_VDIN_NOC_RT,FF:233,2015,777,,S3:24_S4:34
HKG,LAI_VDIN_NOC_RT,FX:235,2009,821.87,,
HKG,LAI_VDIN_NOC_RT,FX:235,2010,829.98,,
HRV,LAI_VDIN_NOC_RT,FF:2576,2011,108.95,,S3:24
HRV,LAI_VDIN_NOC_RT,FF:2576,2012,103.68,,S3:24
HRV,LAI_VDIN_NOC_RT,FF:2576,2014,73.44,,S3:24
HRV,LAI_VDIN_NOC_RT,FF:2576,2015,77,,S3:24
HRV,LAI_VDIN_NOC_RT,FF:2576,2016,69,,S3:24
HRV,LAI_VDIN_NOC_RT,FF:2576,2017,72,,S3:24
HRV,LAI_VDIN_NOC_RT,FF:2576,2018,76,,S14:4077_S3:24
HRV,LAI_VDIN_NOC_RT,FF:2576,2019,78,,S3:24
HUN,LAI_VDIN_NOC_RT,FF:726,2009,88.54,,S3:24
HUN,LAI_VDIN_NOC_RT,FF:726,2010,65.94,,S3:24
HUN,LAI_VDIN_NOC_RT,FF:726,2011,80.33,,
HUN,LAI_VDIN_NOC_RT,FF:726,2012,77.25,,
HUN,LAI_VDIN_NOC_RT,FF:726,2014,92.1,,
HUN,LAI_VDIN_NOC_RT,FF:726,2015,81.2,,
HUN,LAI_VDIN_NOC_RT,FF:726,2017,87,,
HUN,LAI_VDIN_NOC_RT,FF:726,2018,83,,
IMN,LAI_VDIN_NOC_RT,FF:1251,2013,70,,
IRL,LAI_VDIN_NOC_RT,FX:409,2009,124.77,,S3:24
IRL,LAI_VDIN_NOC_RT,FX:409,2010,108.55,,S3:24
IRL,LAI_VDIN_NOC_RT,FX:409,2011,91.66,,S3:24
IRL,LAI_VDIN_NOC_RT,FX:409,2012,80.84,,S3:24
IRL,LAI_VDIN_NOC_RT,FX:409,2013,95.62,,S3:24
IRL,LAI_VDIN_NOC_RT,FX:409,2014,180.35,,S3:24
IRL,LAI_VDIN_NOC_RT,FX:409,2015,93,,S3:24
IRL,LAI_VDIN_NOC_RT,FX:409,2017,85,,S3:24
IRL,LAI_VDIN_NOC_RT,FX:409,2018,99.19,,S3:24
IRL,LAI_VDIN_NOC_RT,FX:409,2019,87.35,,S3:24
ISR,LAI_VDIN_NOC_RT,FF:710,2009,12.97,,S3:24
ISR,LAI_VDIN_NOC_RT,FF:710,2010,10.73,,S3:24
ISR,LAI_VDIN_NOC_RT,FF:710,2011,7.61,,S3:24
ISR,LAI_VDIN_NOC_RT,FF:710,2012,6.99,,S3:24
ISR,LAI_VDIN_NOC_RT,FF:710,2013,9.17,,S3:24
ISR,LAI_VDIN_NOC_RT,FF:710,2014,13,,S3:24
ISR,LAI_VDIN_NOC_RT,FF:710,2015,13.66,,S3:24
ISR,LAI_VDIN_NOC_RT,FF:710,2017,203,I11:266,S3:24
ISR,LAI_VDIN_NOC_RT,FF:710,2018,324,,S3:24
ISR,LAI_VDIN_NOC_RT,FF:710,2019,198,,S3:24
JPN,LAI_VDIN_NOC_RT,FF:264,2010,61.96,,S3:24
JPN,LAI_VDIN_NOC_RT,FF:264,2011,61.57,,S3:24
JPN,LAI_VDIN_NOC_RT,FF:264,2013,61.85,,S3:24
JPN,LAI_VDIN_NOC_RT,FF:264,2014,57.61,,S3:24
JPN,LAI_VDIN_NOC_RT,FF:264,2015,58.34,,S3:24
JPN,LAI_VDIN_NOC_RT,FF:264,2018,56.9,,S3:24
JPN,LAI_VDIN_NOC_RT,FF:264,2019,55.6,,S3:24
KOR,LAI_VDIN_NOC_RT,FX:601,2009,19.59,,S3:24
KOR,LAI_VDIN_NOC_RT,FX:601,2010,21.64,,S3:24
KOR,LAI_VDIN_NOC_RT,FX:601,2013,20.6,,S3:24
KOR,LAI_VDIN_NOC_RT,FX:601,2014,21.2,,S3:24
KOR,LAI_VDIN_NOC_RT,FX:601,2015,26.5,,S3:24
KOR,LAI_VDIN_NOC_RT,FX:601,2017,17.7,,S3:24
KOR,LAI_VDIN_NOC_RT,FX:601,2018,18.3,,S3:24
KOR,LAI_VDIN_NOC_RT,FX:601,2019,10.3,,S3:24
LAO,LAI_VDIN_NOC_RT,BA:6651,2009,5.58,,S4:34_S5:38
LAO,LAI_VDIN_NOC_RT,BA:6651,2010,5.4,,S4:34_S5:38
LKA,LAI_VDIN_NOC_RT,FF:197,2011,183.22,,S7:57
LKA,LAI_VDIN_NOC_RT,FF:197,2012,195.94,,S7:57
LKA,LAI_VDIN_NOC_RT,FF:197,2013,180,,S3:24_S7:57
LKA,LAI_VDIN_NOC_RT,FF:197,2014,171.1,,S3:24
LKA,LAI_VDIN_NOC_RT,FF:197,2017,13,,S3:24
LKA,LAI_VDIN_NOC_RT,FF:197,2018,17,,S3:24
LKA,LAI_VDIN_NOC_RT,FF:197,2019,18,,S3:24
LTU,LAI_VDIN_NOC_RT,FF:313,2009,77.48,,
LTU,LAI_VDIN_NOC_RT,FF:313,2010,62.37,,
LTU,LAI_VDIN_NOC_RT,FF:313,2013,52.2,,
LVA,LAI_VDIN_NOC_RT,FF:6340,2011,93.5,,S3:24
LVA,LAI_VDIN_NOC_RT,FF:6340,2012,87.93,,S3:24
LVA,LAI_VDIN_NOC_RT,FF:6340,2013,101,,S3:24
LVA,LAI_VDIN_NOC_RT,FF:6340,2018,96,,S3:24
LVA,LAI_VDIN_NOC_RT,FF:6340,2019,95.24,,S3:24
MAC,LAI_VDIN_NOC_RT,FF:243,2009,9.02,,
MAC,LAI_VDIN_NOC_RT,FF:243,2010,8.33,,
MAC,LAI_VDIN_NOC_RT,FF:243,2011,122.82,,
MAC,LAI_VDIN_NOC_RT,FF:243,2012,81.27,,
MAC,LAI_VDIN_NOC_RT,FF:243,2013,60.44,,
MAC,LAI_VDIN_NOC_RT,FF:243,2014,60.78,,S4:34
MAC,LAI_VDIN_NOC_RT,FF:243,2015,37.32,,S3:24_S7:57
MDA,LAI_VDIN_NOC_RT,FF:577,2009,76.05,,S3:24_S4:34
MDA,LAI_VDIN_NOC_RT,FF:577,2010,74.1,,S3:24_S4:34
MDA,LAI_VDIN_NOC_RT,FF:577,2013,66.1,,S3:24_S4:34
MDA,LAI_VDIN_NOC_RT,FF:577,2014,76.9,,S3:24_S4:34
MDA,LAI_VDIN_NOC_RT,FF:577,2015,83.5,,S4:34
MDA,LAI_VDIN_NOC_RT,FF:577,2016,58,,S4:34
MDA,LAI_VDIN_NOC_RT,FF:577,2017,48,,S4:34
MDA,LAI_VDIN_NOC_RT,FF:577,2018,38,,S4:34
MDA,LAI_VDIN_NOC_RT,FF:577,2019,47,,S4:34
MEX,LAI_VDIN_NOC_RT,FX:466,2009,141.34,,S3:24_S7:1487
MEX,LAI_VDIN_NOC_RT,FX:466,2010,144.7,,S3:24_S7:1487
MEX,LAI_VDIN_NOC_RT,FX:466,2011,166.4,,S3:24_S7:1487
MEX,LAI_VDIN_NOC_RT,FX:466,2012,160.39,,S3:24_S7:1487
MEX,LAI_VDIN_NOC_RT,FX:466,2013,142.8,,S3:24_S7:1487
MEX,LAI_VDIN_NOC_RT,FX:466,2014,167.54,,S3:24_S7:1487
MEX,LAI_VDIN_NOC_RT,FX:466,2015,161.08,,S3:24_S7:1487
MEX,LAI_VDIN_NOC_RT,FX:466,2016,150.58,,S3:24_S7:1487
MEX,LAI_VDIN_NOC_RT,FX:466,2017,156.52,,S3:24_S7:1487
MEX,LAI_VDIN_NOC_RT,FX:466,2018,169.99,,S3:24_S7:1487
MKD,LAI_VDIN_NOC_RT,FX:3520,2018,89,,
MLT,LAI_VDIN_NOC_RT,FX:344,2009,313.2,,
MLT,LAI_VDIN_NOC_RT,FX:344,2010,424,,
MLT,LAI_VDIN_NOC_RT,FX:344,2011,300.67,,
MLT,LAI_VDIN_NOC_RT,FX:344,2012,151.4,,
MMR,LAI_VDIN_NOC_RT,FF:1425,2008,208,,S14:3359_S3:26
MMR,LAI_VDIN_NOC_RT,FF:1425,2009,219,,S14:3359_S3:26
MMR,LAI_VDIN_NOC_RT,FF:1425,2010,212,,S14:3359_S3:26
MMR,LAI_VDIN_NOC_RT,FF:1425,2011,236,,S14:3359_S3:26
MMR,LAI_VDIN_NOC_RT,FF:1425,2012,256,,S14:3359_S3:26
MMR,LAI_VDIN_NOC_RT,FF:1425,2013,225,,S14:3359_S3:26
MMR,LAI_VDIN_NOC_RT,FF:1425,2014,135,,S14:3359_S3:26
MMR,LAI_VDIN_NOC_RT,FF:1425,2015,151,,S14:3359_S3:26
MMR,LAI_VDIN_NOC_RT,FF:1425,2016,176,,S14:3359_S3:26
MMR,LAI_VDIN_NOC_RT,FF:1425,2017,207,,S14:3359_S3:26
MMR,LAI_VDIN_NOC_RT,FF:1425,2018,426,,S14:3359_S3:26
MMR,LAI_VDIN_NOC_RT,FF:1425,2019,278,,S3:26
MNG,LAI_VDIN_NOC_RT,EA:1429,2013,9.86,,S4:30
MNG,LAI_VDIN_NOC_RT,EA:1429,2014,7.81,,S4:30
MNG,LAI_VDIN_NOC_RT,EA:1429,2015,15.65,,S4:30
MNG,LAI_VDIN_NOC_RT,EA:1429,2016,21.82,,S4:30
MNG,LAI_VDIN_NOC_RT,EA:1429,2017,32.53,,S4:30
MNG,LAI_VDIN_NOC_RT,EA:1429,2018,26.3,,S4:30
MNG,LAI_VDIN_NOC_RT,EA:1429,2019,17.8,,S4:30
MUS,LAI_VDIN_NOC_RT,FI:81,2011,22.44,,S3:24_S4:30
MUS,LAI_VDIN_NOC_RT,FI:81,2012,40.79,,S3:24_S4:30
MUS,LAI_VDIN_NOC_RT,FI:81,2015,8.78,I11:264,S3:24_S4:30
MUS,LAI_VDIN_NOC_RT,FI:81,2018,8.9,,S6:48
MYS,LAI_VDIN_NOC_RT,FX:3523,2008,154.59,,S3:24_S7:57
MYS,LAI_VDIN_NOC_RT,FX:3523,2009,145,,S3:24_S7:57
MYS,LAI_VDIN_NOC_RT,FX:3523,2010,136.91,,S3:24_S7:57
MYS,LAI_VDIN_NOC_RT,FX:3523,2011,133.97,,S3:24_S7:57
MYS,LAI_VDIN_NOC_RT,FX:3523,2012,110.98,,S3:24_S7:57
MYS,LAI_VDIN_NOC_RT,FX:3523,2013,61.98,,S3:24_S7:57
MYS,LAI_VDIN_NOC_RT,FX:3523,2014,86.06,,S3:24_S7:57
MYS,LAI_VDIN_NOC_RT,FX:3523,2015,115,,S3:24_S7:57
MYS,LAI_VDIN_NOC_RT,FX:3523,2016,111.69,,S3:24_S7:57
MYS,LAI_VDIN_NOC_RT,FX:3523,2017,107.39,,S3:24_S7:57
MYS,LAI_VDIN_NOC_RT,FX:3523,2018,106.4,,S3:24_S7:57
MYS,LAI_VDIN_NOC_RT,FX:3523,2019,98.13,,S3:24_S7:57
NER,LAI_VDIN_NOC_RT,DA:733,2009,2.07,,S9:68
NER,LAI_VDIN_NOC_RT,DA:733,2010,2.76,,S9:68
NIC,LAI_VDIN_NOC_RT,FX:165,2013,141.5,,S3:24
NOR,LAI_VDIN_NOC_RT,FF:286,2009,51.45,,
NOR,LAI_VDIN_NOC_RT,FF:286,2010,48.16,,
NOR,LAI_VDIN_NOC_RT,FF:286,2011,39.47,,S3:24_S4:34
NOR,LAI_VDIN_NOC_RT,FF:286,2012,43.97,,S3:24_S4:34
NOR,LAI_VDIN_NOC_RT,FF:286,2013,47,,S3:24_S4:34_S7:57
NOR,LAI_VDIN_NOC_RT,FF:286,2018,32.5,,S3:24_S4:34_S7:57
NOR,LAI_VDIN_NOC_RT,FF:286,2019,31,,S3:24_S4:34_S7:57
NZL,LAI_VDIN_NOC_RT,FF:114,2009,15.93,,S3:18_S4:30
NZL,LAI_VDIN_NOC_RT,FF:114,2010,17.61,,S3:18_S4:30
NZL,LAI_VDIN_NOC_RT,FF:114,2011,18.43,,S3:18_S4:30
NZL,LAI_VDIN_NOC_RT,FF:114,2012,18.36,,S3:18_S4:30
NZL,LAI_VDIN_NOC_RT,FF:114,2017,7.8,I11:269,S3:26
NZL,LAI_VDIN_NOC_RT,FF:114,2018,10.8,,
NZL,LAI_VDIN_NOC_RT,FF:114,2019,11,,S3:26
PAN,LAI_VDIN_NOC_RT,FF:2506,2009,0.18,,S7:57
PAN,LAI_VDIN_NOC_RT,FF:2506,2010,0.17,,S7:57
PAN,LAI_VDIN_NOC_RT,FF:2506,2011,0.25,,S7:57
PAN,LAI_VDIN_NOC_RT,FF:2506,2012,0.37,,S7:57
PAN,LAI_VDIN_NOC_RT,FF:2506,2013,127,,S3:24_S7:57
PAN,LAI_VDIN_NOC_RT,FF:2506,2014,185.8,,S3:24_S7:57
PAN,LAI_VDIN_NOC_RT,FF:2506,2017,120.58,,S3:24_S7:57
PAN,LAI_VDIN_NOC_RT,FF:2506,2018,144.24,,S3:24_S7:57
PAN,LAI_VDIN_NOC_RT,FF:2506,2019,59.4,,S3:24_S7:57
PER,LAI_VDIN_NOC_RT,FX:1536,2013,160.97,,
PER,LAI_VDIN_NOC_RT,FX:1536,2014,123.04,,
PER,LAI_VDIN_NOC_RT,FX:1536,2015,135.59,,
PER,LAI_VDIN_NOC_RT,FX:1536,2018,91.22,,
PHL,LAI_VDIN_NOC_RT,FF:530,2009,23.83,,S7:57_S6:53
PHL,LAI_VDIN_NOC_RT,FF:530,2010,161.6,,S7:57_S6:53
PHL,LAI_VDIN_NOC_RT,FF:530,2011,120.97,,S3:24_S7:57
PHL,LAI_VDIN_NOC_RT,FF:530,2012,100.61,,S3:24_S7:57
PHL,LAI_VDIN_NOC_RT,FF:530,2013,128.28,,S3:24_S7:57
PHL,LAI_VDIN_NOC_RT,FF:530,2014,125.04,,S3:24_S7:57
PHL,LAI_VDIN_NOC_RT,FF:530,2015,83,,S3:24_S7:57
PHL,LAI_VDIN_NOC_RT,FF:530,2017,108.64,,S3:24_S7:57
PHL,LAI_VDIN_NOC_RT,FF:530,2018,94,,S3:24_S7:57
PHL,LAI_VDIN_NOC_RT,FF:530,2019,107.5,,S3:24_S7:57
POL,LAI_VDIN_NOC_RT,FF:434,2009,59.06,,
POL,LAI_VDIN_NOC_RT,FF:434,2010,63.09,,
POL,LAI_VDIN_NOC_RT,FF:434,2011,32.91,,S3:19
POL,LAI_VDIN_NOC_RT,FF:434,2012,32.61,,S3:19
POL,LAI_VDIN_NOC_RT,FF:434,2014,56.54,,S3:19
POL,LAI_VDIN_NOC_RT,FF:434,2015,55.4,,S3:19
POL,LAI_VDIN_NOC_RT,FF:434,2017,49,,S3:19
POL,LAI_VDIN_NOC_RT,FF:434,2018,53.7,,S3:19
POL,LAI_VDIN_NOC_RT,FF:434,2019,48,,S3:19
PRT,LAI_VDIN_NOC_RT,FF:202,2009,321,,
PRT,LAI_VDIN_NOC_RT,FF:202,2010,220.17,,
PRT,LAI_VDIN_NOC_RT,FF:202,2011,198.41,,S3:24
PRT,LAI_VDIN_NOC_RT,FF:202,2012,140.47,,S3:24
PRT,LAI_VDIN_NOC_RT,FF:202,2013,111.09,,
PRT,LAI_VDIN_NOC_RT,FF:202,2015,132.2,,
PRT,LAI_VDIN_NOC_RT,FF:202,2017,122,,
PRT,LAI_VDIN_NOC_RT,FF:202,2018,126,,
PRY,LAI_VDIN_NOC_RT,FX:541,2009,35.79,,
PRY,LAI_VDIN_NOC_RT,FX:541,2010,52.58,,
PRY,LAI_VDIN_NOC_RT,FX:541,2011,53.82,,S3:24_S5:40
PRY,LAI_VDIN_NOC_RT,FX:541,2012,17.5,,S3:24_S5:40
PRY,LAI_VDIN_NOC_RT,FX:541,2015,10.06,,S3:24
PSE,LAI_VDIN_NOC_RT,FX:786,2013,100.9,,S3:24_S4:32
PSE,LAI_VDIN_NOC_RT,FX:786,2015,103,,S3:24_S4:32
PSE,LAI_VDIN_NOC_RT,FX:786,2017,102,,S3:24_S4:32
QAT,LAI_VDIN_NOC_RT,FF:698,2009,183.7,,
QAT,LAI_VDIN_NOC_RT,FF:698,2010,201.38,,
QAT,LAI_VDIN_NOC_RT,FF:698,2011,294.39,,S7:57
QAT,LAI_VDIN_NOC_RT,FF:698,2012,319.34,,S7:57
QAT,LAI_VDIN_NOC_RT,FF:698,2013,335,,S7:57
QAT,LAI_VDIN_NOC_RT,FF:698,2014,172.28,,S7:57
QAT,LAI_VDIN_NOC_RT,FF:698,2015,193,,S7:57
QAT,LAI_VDIN_NOC_RT,FF:698,2016,210,,S7:57
QAT,LAI_VDIN_NOC_RT,FF:698,2017,250,,S7:57
QAT,LAI_VDIN_NOC_RT,FF:698,2018,160.6,,S7:57
QAT,LAI_VDIN_NOC_RT,FF:698,2019,190,,S7:57
ROU,LAI_VDIN_NOC_RT,FF:441,2009,94.46,,S3:24_S5:41
ROU,LAI_VDIN_NOC_RT,FF:441,2010,98.6,,S3:24_S5:41
ROU,LAI_VDIN_NOC_RT,FF:441,2011,100.61,,S3:24
