Reference area;Source type;Sex;Time;Total;Migrants;Non migrants;EU Migrants;Migrants excluding EU;Unknown
Belgium;Insurance records;Female;2012;14687;;13091;967;593;36
Belgium;Insurance records;Total;2013;56398;;49063;4448;2691;196
Belgium;Insurance records;Male;2013;41444;;35740;3434;2104;166
Belgium;Insurance records;Female;2013;14954;;13323;1014;587;30
Belgium;Insurance records;Total;2014;65583;;57639;4589;3127;228
Belgium;Insurance records;Male;2014;46812;;40713;3495;2417;187
Belgium;Insurance records;Female;2014;18771;;16926;1094;710;41
Belgium;Insurance records;Total;2015;63858;;56076;4385;3175;222
Belgium;Insurance records;Male;2015;45333;;39373;3288;2488;184
Belgium;Insurance records;Female;2015;18525;;16703;1097;687;38
Belgium;Insurance records;Total;2016;69245;10174;59071;;;
Belgium;Insurance records;Male;2016;49694;7820;41874;;;
Belgium;Insurance records;Female;2016;19551;2354;17197;;;
Belize;Establishment or business register;Total;2010;1804;;;;;
Belize;Establishment or business register;Male;2010;1564;;;;;
Belize;Establishment or business register;Female;2010;240;;;;;
Belize;Establishment or business register;Total;2011;1757;;;;;
Belize;Establishment or business register;Male;2011;1577;;;;;
Belize;Establishment or business register;Female;2011;180;;;;;
Belize;Establishment or business register;Total;2012;1756;;;;;
Belize;Establishment or business register;Male;2012;1552;;;;;
Belize;Establishment or business register;Female;2012;204;;;;;
Belize;Establishment or business register;Total;2015;1923;486;1437;;;
Belize;Establishment or business register;Male;2015;1688;431;1257;;;
Belize;Establishment or business register;Female;2015;180;55;235;;;
Belize;Establishment or business register;Total;2016;1841;458;1383;;;
Belize;Establishment or business register;Male;2016;1636;412;1224;;;
Belize;Establishment or business register;Female;2016;205;46;159;;;
Belize;Establishment or business register;Total;2017;1781;392;1389;;;
Belize;Establishment or business register;Male;2017;1574;359;1215;;;
Belize;Establishment or business register;Female;2017;207;33;174;;;
Brazil;Insurance records;Total;2011;636118;;;;;
Brazil;Insurance records;Male;2011;460316;;;;;
Brazil;Insurance records;Female;2011;175802;;;;;
Brazil;Insurance records;Total;2015;622379;;;;;
Brazil;Insurance records;Total;2016;585626;;;;;
Brazil;Insurance records;Total;2017;549405;;;;;
Bulgaria;Insurance records;Total;2010;2332;;2328;0;4;
Bulgaria;Insurance records;Male;2010;1630;;1626;0;4;
Bulgaria;Insurance records;Female;2010;702;;702;0;0;
Bulgaria;Insurance records;Total;2011;2259;;2253;4;2;
Bulgaria;Insurance records;Male;2011;1608;;1604;2;2;
Bulgaria;Insurance records;Female;2011;651;;649;2;0;
Bulgaria;Insurance records;Total;2012;2281;;2275;2;4;
Bulgaria;Insurance records;Male;2012;1599;;1597;0;2;
Bulgaria;Insurance records;Female;2012;682;;678;2;2;
Bulgaria;Insurance records;Total;2013;2162;;2158;2;2;
Bulgaria;Insurance records;Male;2013;1538;;1534;2;2;
Bulgaria;Insurance records;Female;2013;624;;624;0;0;
Bulgaria;Insurance records;Total;2014;2247;;2239;4;4;
Bulgaria;Insurance records;Male;2014;1599;;1595;2;2;
Bulgaria;Insurance records;Female;2014;648;;644;2;2;
Bulgaria;Insurance records;Total;2015;2291;;2287;4;0;
Bulgaria;Insurance records;Male;2015;1614;;1612;2;0;
Bulgaria;Insurance records;Female;2015;677;;675;2;0;
Canada;Records of employers' organizations;Total;2010;214057;;;;;
Canada;Records of employers' organizations;Male;2010;135909;;;;;
Canada;Records of employers' organizations;Female;2010;77921;;;;;
Canada;Records of employers' organizations;Total;2011;215551;;;;;
Canada;Records of employers' organizations;Male;2011;137284;;;;;
Canada;Records of employers' organizations;Female;2011;77933;;;;;
Canada;Records of employers' organizations;Total;2013;213742;;;;;
Canada;Records of employers' organizations;Male;2013;134181;;;;;
Canada;Records of employers' organizations;Female;2013;79493;;;;;
Canada;Records of employers' organizations;Total;2014;211660;;;;;
Canada;Records of employers' organizations;Male;2014;131939;;;;;
Canada;Records of employers' organizations;Female;2014;79709;;;;;
Chile;Other administrative records and related sources;Total;2011;225535;;;;;
Chile;Other administrative records and related sources;Male;2011;158621;;;;;
Chile;Other administrative records and related sources;Female;2011;66699;;;;;
Chile;Other administrative records and related sources;Total;2012;214986;;;;;
Chile;Other administrative records and related sources;Male;2012;150528;;;;;
Chile;Other administrative records and related sources;Female;2012;64451;;;;;
Chile;Other administrative records and related sources;Total;2013;198551;;;;;
Chile;Other administrative records and related sources;Male;2013;139060;;;;;
Chile;Other administrative records and related sources;Female;2013;59491;;;;;
Chile;Other administrative records and related sources;Total;2017;170063;;;;;
Chile;Other administrative records and related sources;Male;2017;115712;;;;;
Chile;Other administrative records and related sources;Female;2017;54351;;;;;
Chile;Other administrative records and related sources;Total;2018;164407;;;;;
Chile;Other administrative records and related sources;Male;2018;111636;;;;;
Chile;Other administrative records and related sources;Female;2018;52771;;;;;
Colombia;Other administrative records and related sources;Total;2011;555;;;;;
Colombia;Other administrative records and related sources;Total;2012;659;;;;;
Colombia;Other administrative records and related sources;Total;2013;622;;;;;
Colombia;Other administrative records and related sources;Total;2014;689;;;;;
Colombia;Other administrative records and related sources;Total;2015;723836;;;;;
Costa Rica;Insurance records;Total;2010;122166;;;;;
Costa Rica;Insurance records;Total;2011;119468;;;;;
Costa Rica;Insurance records;Total;2012;120221;;;;;
Costa Rica;Insurance records;Total;2013;116579;;;;;
Costa Rica;Insurance records;Total;2014;113928;;;;;
Costa Rica;Insurance records;Total;2015;115817;;;;;
Costa Rica;Insurance records;Male;2015;89714;;;;;
Costa Rica;Insurance records;Female;2015;26103;;;;;
Costa Rica;Insurance records;Total;2016;122149;;;;;
Croatia;Insurance records;Total;2012;11153;;11153;0;0;
Croatia;Insurance records;Male;2012;7744;;7744;0;0;
Croatia;Insurance records;Female;2012;3409;;3409;0;0;
Croatia;Insurance records;Total;2013;11704;;11551;47;42;64
Croatia;Insurance records;Male;2013;7850;;7735;30;35;50
Croatia;Insurance records;Female;2013;3854;;3816;17;7;14
Croatia;Insurance records;Total;2014;11669;;11534;42;33;60
Croatia;Insurance records;Male;2014;7687;;7580;31;33;43
Croatia;Insurance records;Female;2014;3982;;3954;11;0;17
Croatia;Insurance records;Total;2015;13144;;13099;11;24;10
Croatia;Insurance records;Male;2015;8636;;8600;9;19;8
Croatia;Insurance records;Female;2015;4508;;4499;2;5;2
Croatia;Insurance records;Total;2016;16212;37;16175;;;
Croatia;Insurance records;Male;2016;9783;28;9755;;;
Croatia;Insurance records;Female;2016;6429;9;6420;;;
Cuba;Other administrative records and related sources;Total;2010;4919;;;;;
Cyprus;Labour inspectorate records;Total;2010;2168;;1638;419;107;4
Cyprus;Labour inspectorate records;Male;2010;1646;;1249;316;79;2
Cyprus;Labour inspectorate records;Female;2010;522;;389;103;28;2
Cyprus;Labour inspectorate records;Total;2011;2008;;1505;408;93;2
Cyprus;Labour inspectorate records;Male;2011;1547;;1181;295;69;2
Cyprus;Labour inspectorate records;Female;2011;461;;324;113;24;
Cyprus;Labour inspectorate records;Total;2012;1734;;1273;375;86;
Cyprus;Labour inspectorate records;Male;2012;1272;;968;247;57;
Cyprus;Labour inspectorate records;Female;2012;462;;305;128;29;
Cyprus;Labour inspectorate records;Total;2013;1532;;1172;291;69;
Cyprus;Labour inspectorate records;Male;2013;1078;;848;178;52;
Cyprus;Labour inspectorate records;Female;2013;454;;324;113;17;
Cyprus;Labour inspectorate records;Total;2014;1615;;1221;331;63;
Cyprus;Labour inspectorate records;Male;2014;1146;;887;223;36;
Cyprus;Labour inspectorate records;Female;2014;469;;334;108;27;
Cyprus;Labour inspectorate records;Total;2015;1594;;1183;357;54;
Cyprus;Labour inspectorate records;Male;2015;1159;;880;241;38;
Cyprus;Labour inspectorate records;Female;2015;435;;303;116;16;
Czechia;Other administrative records and related sources;Total;2010;65108;;63541;1031;525;11
Czechia;Other administrative records and related sources;Male;2010;46401;;45245;819;326;11
Czechia;Other administrative records and related sources;Female;2010;18707;;18296;212;199;
Czechia;Other administrative records and related sources;Total;2011;42523;;41477;704;338;4
Czechia;Other administrative records and related sources;Male;2011;30356;;29588;548;216;4
Czechia;Other administrative records and related sources;Female;2011;12167;;11889;156;122;
Czechia;Other administrative records and related sources;Total;2012;41304;;39603;664;305;732
Czechia;Other administrative records and related sources;Male;2012;29356;;27897;520;209;730
Czechia;Other administrative records and related sources;Female;2012;11948;;11706;144;96;2
Czechia;Other administrative records and related sources;Total;2013;40788;;39876;611;299;2
Czechia;Other administrative records and related sources;Male;2013;28771;;28085;479;205;2
Czechia;Other administrative records and related sources;Female;2013;12017;;11791;132;94;
Czechia;Other administrative records and related sources;Total;2014;42308;;41225;697;312;74
Czechia;Other administrative records and related sources;Male;2014;29798;;28994;545;189;70
Czechia;Other administrative records and related sources;Female;2014;12510;;12231;152;123;4
Czechia;Other administrative records and related sources;Total;2015;42629;;41342;759;285;243
Czechia;Other administrative records and related sources;Male;2015;29696;;28702;575;182;237
Czechia;Other administrative records and related sources;Female;2015;12933;;12640;184;103;6
Denmark;Other administrative records and related sources;Total;2010;62380;;57039;2031;2076;1234
Denmark;Other administrative records and related sources;Male;2010;36594;;33284;1391;1189;730
Denmark;Other administrative records and related sources;Female;2010;25786;;23755;640;887;504
Denmark;Other administrative records and related sources;Total;2011;57535;;52321;2044;2036;1134
Denmark;Other administrative records and related sources;Male;2011;33924;;30565;1470;1206;683
Denmark;Other administrative records and related sources;Female;2011;23611;;21756;574;830;451
Denmark;Other administrative records and related sources;Total;2012;57603;;52367;2288;2035;913
Denmark;Other administrative records and related sources;Male;2012;34295;;30912;1646;1158;579
Denmark;Other administrative records and related sources;Female;2012;23308;;21455;642;877;334
Denmark;Other administrative records and related sources;Total;2013;55741;;50600;2158;2043;940
Denmark;Other administrative records and related sources;Male;2013;33505;;30239;1500;1185;581
Denmark;Other administrative records and related sources;Female;2013;22236;;20361;658;858;359
Denmark;Other administrative records and related sources;Total;2014;53960;;44983;2018;1783;5176
Denmark;Other administrative records and related sources;Male;2014;31920;;26605;1445;990;2880
Denmark;Other administrative records and related sources;Female;2014;22040;;18378;573;793;2296
Denmark;Other administrative records and related sources;Total;2015;49369;;45161;2289;1913;6
Denmark;Other administrative records and related sources;Male;2015;29993;;27112;1739;1136;6
Denmark;Other administrative records and related sources;Female;2015;19376;;18049;550;777;
Ecuador;Other administrative records and related sources;Total;2011;9338;;;;;
Ecuador;Other administrative records and related sources;Male;2011;7971;;;;;
Ecuador;Other administrative records and related sources;Female;2011;1367;;;;;
Ecuador;Other administrative records and related sources;Total;2012;13657;;;;;
Ecuador;Other administrative records and related sources;Male;2012;11122;;;;;
Ecuador;Other administrative records and related sources;Female;2012;2535;;;;;
Egypt;Establishment survey;Total;2011;16959;;;;;
Egypt;Establishment survey;Male;2011;15155;;;;;
Egypt;Establishment survey;Female;2011;1804;;;;;
Egypt;Establishment survey;Total;2012;17746;;;;;
Egypt;Establishment survey;Male;2012;15906;;;;;
Egypt;Establishment survey;Female;2012;1840;;;;;
Egypt;Establishment survey;Total;2014;16692;;;;;
Egypt;Establishment survey;Male;2014;14933;;;;;
Egypt;Establishment survey;Female;2014;1759;;;;;
El Salvador;Economic or establishment census;Total;2010;19952;;;;;
El Salvador;Economic or establishment census;Male;2010;15347;;;;;
El Salvador;Economic or establishment census;Female;2010;4605;;;;;
Estonia;Labour inspectorate records;Total;2010;5557;;4713;99;438;307
Estonia;Labour inspectorate records;Male;2010;3187;;2696;55;252;184
Estonia;Labour inspectorate records;Female;2010;2370;;2017;44;186;123
Estonia;Labour inspectorate records;Total;2011;5927;;4909;173;510;335
Estonia;Labour inspectorate records;Male;2011;3446;;2844;115;304;183
Estonia;Labour inspectorate records;Female;2011;2481;;2065;58;206;152
Estonia;Labour inspectorate records;Total;2012;5847;;5007;153;442;245
Estonia;Labour inspectorate records;Male;2012;3425;;2878;109;281;157
Estonia;Labour inspectorate records;Female;2012;2422;;2129;44;161;88
Estonia;Labour inspectorate records;Total;2013;6173;;5267;134;604;168
Estonia;Labour inspectorate records;Male;2013;3799;;3192;95;398;114
Estonia;Labour inspectorate records;Female;2013;2374;;2075;39;206;54
Estonia;Labour inspectorate records;Total;2014;6290;;5457;149;567;117
Estonia;Labour inspectorate records;Male;2014;4098;;3482;119;408;89
Estonia;Labour inspectorate records;Female;2014;2192;;1975;30;159;28
Estonia;Labour inspectorate records;Total;2015;6296;;5598;64;514;120
Estonia;Labour inspectorate records;Male;2015;4349;;3799;54;401;95
Estonia;Labour inspectorate records;Female;2015;1947;;1799;10;113;25
Estonia;Labour inspectorate records;Total;2016;5055;;;;;
Estonia;Labour inspectorate records;Male;2016;3289;;;;;
Estonia;Labour inspectorate records;Female;2016;1766;;;;;
Finland;Other administrative records and related sources;Total;2010;48264;;47880;157;220;7
Finland;Other administrative records and related sources;Male;2010;33623;;33313;125;180;5
Finland;Other administrative records and related sources;Female;2010;14641;;14567;32;40;2
Finland;Other administrative records and related sources;Total;2011;52904;;52484;206;206;8
Finland;Other administrative records and related sources;Male;2011;37192;;36855;169;162;6
Finland;Other administrative records and related sources;Female;2011;15712;;15629;37;44;2
Finland;Other administrative records and related sources;Total;2012;46924;;46477;196;244;7
Finland;Other administrative records and related sources;Male;2012;32332;;31978;156;191;7
Finland;Other administrative records and related sources;Female;2012;14592;;14499;40;53;
Finland;Other administrative records and related sources;Total;2013;47431;;47075;171;183;2
Finland;Other administrative records and related sources;Male;2013;32629;;32338;141;148;2
Finland;Other administrative records and related sources;Female;2013;14802;;14737;30;35;
Finland;Other administrative records and related sources;Total;2014;44436;;44107;147;180;2
Finland;Other administrative records and related sources;Male;2014;30522;;30267;121;134;
Finland;Other administrative records and related sources;Female;2014;13914;;13840;26;46;2
Finland;Other administrative records and related sources;Total;2015;42070;;41645;203;222;
Finland;Other administrative records and related sources;Male;2015;28266;;27922;166;178;
Finland;Other administrative records and related sources;Female;2015;13804;;13723;37;44;
France;Insurance records;Total;2010;592992;;508768;13844;34942;35438
France;Insurance records;Male;2010;405196;;345323;10927;25280;23666
France;Insurance records;Female;2010;187796;;163445;2917;9662;11772
France;Insurance records;Total;2011;611797;;526403;17124;34960;33310
France;Insurance records;Male;2011;415797;;355168;13199;25580;21850
France;Insurance records;Female;2011;196000;;171235;3925;9380;11460
France;Insurance records;Total;2012;587090;;507740;15447;34263;29640
France;Insurance records;Male;2012;393659;;338547;11046;24373;19693
France;Insurance records;Female;2012;193431;;169193;4401;9890;9947
France;Insurance records;Total;2013;567407;;418469;18910;26803;103225
France;Insurance records;Male;2013;375263;;276216;13107;19031;66909
France;Insurance records;Female;2013;192144;;142253;5803;7772;36316
France;Insurance records;Total;2014;724662;;459554;20731;27737;216640
France;Insurance records;Male;2014;454998;;303335;14377;19711;117575
France;Insurance records;Female;2014;269664;;156219;6354;8026;99065
France;Insurance records;Total;2015;731120;;33298;1688;2244;693890
France;Insurance records;Male;2015;454222;;25295;1299;1904;425724
France;Insurance records;Female;2015;276898;;8003;389;340;268166
French Guiana;Official estimate;Total;2014;400;;;;;
French Guiana;Official estimate;Male;2014;275;;;;;
French Guiana;Official estimate;Female;2014;125;;;;;
Georgia;Other administrative records and related sources;Total;2019;168;;;;;
Georgia;Other administrative records and related sources;Male;2019;158;1;;;;
Georgia;Other administrative records and related sources;Female;2019;9;;;;;
Germany;Insurance records;Total;2010;930155;;884217;10735;20820;14383
Germany;Insurance records;Male;2010;705797;;667011;8819;18011;11956
Germany;Insurance records;Female;2010;224358;;217206;1916;2809;2427
Germany;Insurance records;Total;2011;886621;;842818;9964;17724;16115
Germany;Insurance records;Male;2011;680515;;642981;8442;15194;13898
Germany;Insurance records;Female;2011;206106;;199837;1522;2530;2217
Germany;Insurance records;Total;2012;854367;;807376;10276;15080;21635
Germany;Insurance records;Male;2012;647363;;607155;8439;12656;19113
Germany;Insurance records;Female;2012;207004;;200221;1837;2424;2522
Germany;Insurance records;Total;2013;851461;;805949;11789;13021;20702
Germany;Insurance records;Male;2013;635030;;595771;9450;11709;18100
Germany;Insurance records;Female;2013;216431;;210178;2339;1312;2602
Germany;Insurance records;Total;2014;847371;;801812;12427;14026;19106
Germany;Insurance records;Male;2014;631819;;592418;10426;12135;16840
Germany;Insurance records;Female;2014;215552;;209394;2001;1891;2266
Germany;Insurance records;Total;2015;843753;;796235;14248;14243;19027
Germany;Insurance records;Male;2015;623991;;583595;11875;11958;16563
Germany;Insurance records;Female;2015;219762;;212640;2373;2285;2464
Greece;Insurance records;Total;2010;15460;;12814;499;2147;
Greece;Insurance records;Male;2010;12509;;10116;436;1957;
Greece;Insurance records;Female;2010;2951;;2698;63;190;
Greece;Insurance records;Total;2011;13489;;11384;337;1768;
Greece;Insurance records;Male;2011;10581;;8759;250;1572;
Greece;Insurance records;Female;2011;2908;;2625;87;196;
Greece;Insurance records;Total;2012;11082;;9574;256;1252;
Greece;Insurance records;Male;2012;8682;;7360;205;1117;
Greece;Insurance records;Female;2012;2400;;2214;51;135;
Greece;Insurance records;Total;2013;9676;;8531;146;999;
Greece;Insurance records;Male;2013;7425;;6437;102;886;
Greece;Insurance records;Female;2013;2251;;2094;44;113;
Greece;Insurance records;Total;2014;3411;;3053;58;300;
Greece;Insurance records;Male;2014;2551;;2267;37;247;
Greece;Insurance records;Female;2014;860;;786;21;53;
Greece;Insurance records;Total;2015;3750;;3357;66;327;
Greece;Insurance records;Male;2015;2734;;2430;44;260;
Greece;Insurance records;Female;2015;1016;;927;22;67;
Guadeloupe;Other administrative records and related sources;Total;2014;1200;;;;;
Guadeloupe;Other administrative records and related sources;Male;2014;662;;;;;
Guadeloupe;Other administrative records and related sources;Female;2014;538;;;;;
Hong Kong, China;Labour inspectorate records;Total;2010;41724;;;;;
Hong Kong, China;Labour inspectorate records;Total;2011;40387;;;;;
Hong Kong, China;Labour inspectorate records;Total;2012;39711;;;;;
Hong Kong, China;Labour inspectorate records;Total;2013;37839;;;;;
Hong Kong, China;Labour inspectorate records;Total;2014;37313;;;;;
Hong Kong, China;Labour inspectorate records;Total;2015;35675;;;;;
Hungary;Labour inspectorate records;Total;2010;19991;;19807;146;38;
Hungary;Labour inspectorate records;Male;2010;12984;;12869;89;26;
Hungary;Labour inspectorate records;Female;2010;7007;;6938;57;12;
Hungary;Labour inspectorate records;Total;2011;17306;;17140;138;28;
Hungary;Labour inspectorate records;Male;2011;11226;;11116;90;20;
Hungary;Labour inspectorate records;Female;2011;6080;;6024;48;8;
Hungary;Labour inspectorate records;Total;2012;20476;;20322;132;22;
Hungary;Labour inspectorate records;Male;2012;13329;;13208;101;20;
Hungary;Labour inspectorate records;Female;2012;7147;;7114;31;2;
Hungary;Labour inspectorate records;Total;2013;18897;;18721;133;37;6
Hungary;Labour inspectorate records;Male;2013;12412;;12298;88;22;4
Hungary;Labour inspectorate records;Female;2013;6485;;6423;45;15;2
Hungary;Labour inspectorate records;Total;2014;19493;;19318;138;29;8
Hungary;Labour inspectorate records;Male;2014;12674;;12554;99;17;4
Hungary;Labour inspectorate records;Female;2014;6819;;6764;39;12;4
Hungary;Labour inspectorate records;Total;2015;20842;;20675;135;30;2
Hungary;Labour inspectorate records;Male;2015;13518;;13412;76;28;2
Hungary;Labour inspectorate records;Female;2015;7324;;7263;59;2;
Hungary;Labour inspectorate records;Total;2016;22947;170;22777;;;
Hungary;Labour inspectorate records;Male;2016;14699;116;14583;;;
Hungary;Labour inspectorate records;Female;2016;8248;54;8194;;;
Iceland;Other administrative records and related sources;Total;2015;1937;;;;;
